[I 2025-03-21 13:29:52,884] A new study created in memory with name: no-name-5e95a810-2aac-4c94-847d-af21ae1a71f3
[I 2025-03-21 13:49:15,108] Trial 76 finished with value: 0.9009230852127075 and parameters: {'n_units_l0': 93, 'dropout_l0': 0.31084046286735634, 'n_units_l1': 85, 'dropout_l1': 0.2198552588697011, 'learning_rate': 5.687362257479267e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:49:28,722] Trial 77 finished with value: 0.8713845968246461 and parameters: {'n_units_l0': 85, 'dropout_l0': 0.38455988345123304, 'n_units_l1': 76, 'dropout_l1': 0.23337829406518498, 'learning_rate': 8.166691651249441e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:49:47,323] Trial 78 finished with value: 0.8972307801246644 and parameters: {'n_units_l0': 94, 'dropout_l0': 0.23506045396013053, 'n_units_l1': 82, 'dropout_l1': 0.22604744908850782, 'learning_rate': 6.708506307613287e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:50:03,352] Trial 79 finished with value: 0.8929230928421021 and parameters: {'n_units_l0': 91, 'dropout_l0': 0.24169578492812124, 'n_units_l1': 75, 'dropout_l1': 0.20346931578439267, 'learning_rate': 8.730315398936308e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:50:21,848] Trial 80 finished with value: 0.9138461470603944 and parameters: {'n_units_l0': 86, 'dropout_l0': 0.21249936816283407, 'n_units_l1': 69, 'dropout_l1': 0.20924614949323123, 'learning_rate': 7.373912396119913e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:50:37,275] Trial 81 finished with value: 0.8935384392738344 and parameters: {'n_units_l0': 87, 'dropout_l0': 0.2129784576166996, 'n_units_l1': 70, 'dropout_l1': 0.20869395049493764, 'learning_rate': 7.403960662654762e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:50:55,798] Trial 82 finished with value: 0.8895384669303895 and parameters: {'n_units_l0': 88, 'dropout_l0': 0.22243333202650875, 'n_units_l1': 73, 'dropout_l1': 0.20047174772784987, 'learning_rate': 7.936126287960926e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:51:11,484] Trial 83 finished with value: 0.9147692561149599 and parameters: {'n_units_l0': 86, 'dropout_l0': 0.20667181603679652, 'n_units_l1': 68, 'dropout_l1': 0.21491322304595145, 'learning_rate': 6.246205122092928e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:51:26,552] Trial 84 finished with value: 0.8907692193984986 and parameters: {'n_units_l0': 84, 'dropout_l0': 0.206084425092671, 'n_units_l1': 68, 'dropout_l1': 0.21460152607699381, 'learning_rate': 6.218754270681446e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:51:44,725] Trial 85 finished with value: 0.8935384511947633 and parameters: {'n_units_l0': 86, 'dropout_l0': 0.21057080244227264, 'n_units_l1': 71, 'dropout_l1': 0.22214916735533685, 'learning_rate': 6.798219326115849e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:51:58,029] Trial 86 finished with value: 0.8966153979301453 and parameters: {'n_units_l0': 85, 'dropout_l0': 0.2046860734879121, 'n_units_l1': 67, 'dropout_l1': 0.20675385418180517, 'learning_rate': 5.503187158975624e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:52:16,295] Trial 87 finished with value: 0.8686153888702393 and parameters: {'n_units_l0': 86, 'dropout_l0': 0.2000423014417051, 'n_units_l1': 69, 'dropout_l1': 0.21718625675246503, 'learning_rate': 7.214864885936312e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:52:27,751] Trial 88 finished with value: 0.8944615244865418 and parameters: {'n_units_l0': 82, 'dropout_l0': 0.228654910460661, 'n_units_l1': 66, 'dropout_l1': 0.22833798444456016, 'learning_rate': 5.0076993047115634e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:52:47,109] Trial 89 finished with value: 0.90584614276886 and parameters: {'n_units_l0': 83, 'dropout_l0': 0.21630047463604862, 'n_units_l1': 72, 'dropout_l1': 0.23158687168843886, 'learning_rate': 6.443680983041631e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:53:03,257] Trial 90 finished with value: 0.9052307844161988 and parameters: {'n_units_l0': 89, 'dropout_l0': 0.22457396479745959, 'n_units_l1': 62, 'dropout_l1': 0.20446259392417754, 'learning_rate': 5.9159971233555834e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:53:22,377] Trial 91 finished with value: 0.918461549282074 and parameters: {'n_units_l0': 90, 'dropout_l0': 0.21855356819003466, 'n_units_l1': 79, 'dropout_l1': 0.21071185502281456, 'learning_rate': 8.716251265116546e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:53:36,469] Trial 92 finished with value: 0.9092307925224304 and parameters: {'n_units_l0': 87, 'dropout_l0': 0.21144290736831786, 'n_units_l1': 78, 'dropout_l1': 0.21305566685200086, 'learning_rate': 8.434339854279797e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:53:49,273] Trial 93 finished with value: 0.8879999995231629 and parameters: {'n_units_l0': 92, 'dropout_l0': 0.2854974095174791, 'n_units_l1': 77, 'dropout_l1': 0.21924001796931436, 'learning_rate': 9.606757238455367e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:54:00,322] Trial 94 finished with value: 0.8883077025413514 and parameters: {'n_units_l0': 88, 'dropout_l0': 0.2216668016760987, 'n_units_l1': 68, 'dropout_l1': 0.2081841785155819, 'learning_rate': 7.760199020538242e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:54:15,166] Trial 95 finished with value: 0.8790769338607789 and parameters: {'n_units_l0': 84, 'dropout_l0': 0.23150858753101658, 'n_units_l1': 74, 'dropout_l1': 0.22364338134117268, 'learning_rate': 9.02000989909826e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:54:29,124] Trial 96 finished with value: 0.89938462972641 and parameters: {'n_units_l0': 82, 'dropout_l0': 0.20563721110908914, 'n_units_l1': 65, 'dropout_l1': 0.21080813422205297, 'learning_rate': 7.017985855403397e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:54:46,530] Trial 97 finished with value: 0.9135384440422059 and parameters: {'n_units_l0': 90, 'dropout_l0': 0.21713509748134324, 'n_units_l1': 79, 'dropout_l1': 0.21441006989165454, 'learning_rate': 7.527688799892278e-05}. Best is trial 49 with value: 0.919692313671112.
